emotes,user-id,returning-chatter,reply-parent-msg-body,message,reply-parent-display-name,tmi-sent-ts,turbo,room-id,mod,color,client-nonce,subscriber,vip,first-msg,reply-parent-msg-id,badge-info,flags,emote-only,badges,id,display-name,reply-parent-user-login,reply-parent-user-id,user-type
,126688980,0,,FeelsStrongMan,,1682495684117,0,71092938,0,#9ACD32,b27320c3f09d1073b6b52792a4a226d7,0,,0,,,,,,cc043dac-36a8-4ffb-905f-b6ecbaa88f9b,CanopusHail,,,
,186427416,0,,u won ur bet too xqc EZ,,1682495684184,0,71092938,0,#FFFF00,,1,,0,,subscriber/25,,,"subscriber/3024,chatter-cs-go-2022/1",3b0ddc72-34f3-4286-b838-7b33536692a3,iqkev,,,
,131865477,0,,FAX,,1682495684238,1,71092938,0,#008000,f2ebab93c1c3feaa8723c35e669e375c,0,,0,,,,,turbo/1,42e88500-507f-4654-a4e3-2bc877f46f80,goldyjosh,,,
,559755526,0,,true,,1682495684261,0,71092938,0,#FF69B4,8ae8b5b7bf22e8b8f9e8457b88a987ef,0,,0,,,,,,c0b6d2a6-26b1-435f-939a-04890cea58c2,BESTTWITCHUSERCHATTERLOOL,,,
,192004074,0,,pepeBASS I ONLY CALL WHEN ITS HALF PAST,,1682495684291,0,71092938,0,#FF69B4,b7da0a6fbf5c1d0b11018e77ce233387,0,,0,,,,,,b78340b3-006e-4f5e-9189-f5ebedfbfd20,MPC_X,,,
,232314756,0,,NAILS THE WEEKND NAILS THE WEEKND NAILS THE WEEKND NAILS THE WEEKND NAILS THE WEEKND NAILS THE WEEKND NAILS THE WEEKND,,1682495684343,0,71092938,0,,4072224c797c3c9ad39e7244dbc89d42,0,,0,,,,,,11872f56-f8f9-4694-8b22-5184192e0371,maaxdgo,,,
,210462892,0,,Copege,,1682495684420,0,71092938,0,#D2691E,47dc492e9766ee349725fc6d5fa8d135,0,,0,,,,,moments/1,87024eaf-7846-4fc3-973d-7b362115599a,assassinroyal,,,
,204911094,0,,EZ,,1682495684646,0,71092938,0,#FF69B4,,1,,0,,subscriber/5,,,subscriber/3,e17d854d-1808-4631-bec9-780a10602d18,youngrome333,,,
,86779780,0,,Life,,1682495684674,0,71092938,0,#9ACD32,5fb076a05cfb62d50a894d9deefc580d,0,,0,,,,,bits/1,d08f403d-cadf-48ed-92bd-f39d92a1ad36,pairofmoonboots,,,
,21391520,0,,Ur rich,,1682495684705,0,71092938,0,#CC0000,,1,,0,,subscriber/36,,,"subscriber/36,bits/100000",7d822aab-d9fc-43d5-9aa4-6056a3b766b7,Jaskaran158,,,
,513950795,0,,It sucks when you go back to regular mode after that glimpse of happiness,,1682495684730,0,71092938,0,#0000FF,,0,,0,,,,,moments/1,6e5bb3fd-c7bb-4b0b-a90e-fdaaf27c550c,spacemane1,,,
,805497932,0,,SEXO,,1682495684780,0,71092938,0,#FF0000,,0,,0,,,0-3:S.3,,moments/3,2d28efa7-35da-45a0-aa7a-47e941f7d624,lumbarsupp,,,
,119586140,0,,Life,,1682495684922,0,71092938,0,#9ACD32,,1,,0,,subscriber/13,,,"subscriber/12,moments/2",4b724023-7a66-4b48-b6cb-d39808a63a45,ShieldOW,,,
,182854638,0,,EZ,,1682495684898,0,71092938,0,#DAA520,,1,,0,,subscriber/13,,,"subscriber/12,no_audio/1",b2bccd70-ee8f-48bd-9af3-204f4b136892,CLIXMIX,,,
,547834196,0,,yup mhm,,1682495684974,0,71092938,0,#00FF7F,30d7d71e90be19a54f6e0550a7f84d07,1,,0,,subscriber/16,,,"subscriber/12,moments/3",dbef17fb-c9cd-4fd9-a893-92046ed74857,caelumbonum,,,
,47674353,0,,me and mini golfing too,,1682495685158,0,71092938,0,#FFFF00,33136f17a49f281963b8fe587b359417,1,,0,,subscriber/14,,,"subscriber/12,moments/3",e8f3b975-38d9-4441-bd8d-5ce4e101649b,RobbieBobbiee,,,
,589878667,0,,Life,,1682495685215,0,71092938,0,#ADCBFF,a4c12689769f6f691a4e782d4dda693a,1,,0,,subscriber/21,,,"subscriber/18,moments/4",17c8faf3-2dff-4c09-a96d-7ef6ccb95510,kait_777,,,
,554040906,0,,FeelsStrongMan living life FeelsStrongMan living life FeelsStrongMan living life FeelsStrongMan living life,,1682495685242,0,71092938,0,#8A2BE2,1b91f90c8b85937dc5c4650c98b1d3b1,1,,0,,subscriber/3,,,"subscriber/3,moments/4",fe8d2488-d7af-46f8-a9c5-9e5a9727086c,sourcegamer102,,,
,779714930,0,,FeelsStrongMan,,1682495685268,0,71092938,0,,,0,,0,,,,,moments/3,50f71f9f-da6d-4e03-8066-453bbd0842d3,ayaka321,,,
,535463006,0,,EZ,,1682495685260,1,71092938,0,#8EFBFF,,1,,0,,subscriber/21,,,"subscriber/18,turbo/1",8e67dffc-9544-4ec2-99f4-f3e9538cafd0,Samskio,,,
,202073385,0,,Aware,,1682495685301,0,71092938,0,#00FF7F,9e773d0484ade64a9c9f46ad2d8bda88,0,,0,,,,,,e71bdbbc-2291-42c1-bcc9-71c9d4ab398d,SchnozeGoblin,,,
,94587680,0,,das rite EZ,,1682495685534,0,71092938,0,#D7FFCD,,1,,0,,subscriber/20,,,"subscriber/18,chatter-cs-go-2022/1",8d18b1ec-bea9-447f-9757-2a00ee826956,Tacticz__,,,
,536493847,0,,FeelsStrongMan,,1682495685650,0,71092938,0,#00FF7F,5fac5a00bd8780fc0a9c3c0f2dd3dd89,0,,0,,,,,moments/4,8f1cb7a3-3eab-4f61-b9a7-0ba36c15724d,Dr_TLMK,,,
,260116533,0,,50K = PRICELESS omE,,1682495685704,0,71092938,0,#00FF7F,937038d05d6f219f95bb563d16b8747f,0,,0,,,,,moments/2,6192d3cc-42b8-4a21-9ece-b6d28b877ae7,7PANDU,,,
,628744325,0,,fax 💯,,1682495685728,0,71092938,0,#DAA520,,1,,0,,subscriber/18,,,"subscriber/18,moments/4",0b8dca3b-c20c-4ffd-a5dc-c1d57537a558,raltajp,,,
1035663:0-3,400514613,0,,xqcL,,1682495685857,0,71092938,0,#0000FF,3e2d73f102c7c8430344924d4dd73293,1,,0,,subscriber/17,,1,"subscriber/12,moments/5",a2056a5f-3bc7-4627-b1a1-ffa5b851249e,thewattsonmain,,,
1035663:0-3,690063925,0,,xqcL,,1682495685928,0,71092938,0,,f4108702a73501c007c177a9d9948dfe,1,,0,,subscriber/1,,1,subscriber/0,095c116a-ebb8-434f-bd35-8835656019bb,sangamraj143,,,
,456407803,0,,EZ WHAT IS HE TALKING ABOUT,,1682495685956,0,71092938,0,#8A2BE2,5b27406c0b68671c1565ce1794d5c300,0,,0,,,,,premium/1,ac7b437c-21df-4ca9-b5e8-8bef3cd4cad0,anythin,,,
,636489558,0,,yeah 󠀀,,1682495686209,0,71092938,0,#D2691E,,1,,0,,subscriber/25,,,"subscriber/24,no_audio/1",6c220a10-86dd-4529-929c-c12120830f45,joncurious,,,
,882315458,0,,EZ Clapa,,1682495686140,0,71092938,0,,515cec542a01996df8742854277b07cc,0,,0,,,,,no_video/1,79b87623-2864-415c-bc8e-67c9af983dd4,ilovethezaza123,,,
"1035663:0-3,5-8,10-13",126922729,0,,xqcL xqcL xqcL,,1682495686074,0,71092938,0,,,1,,0,,subscriber/30,,1,"subscriber/30,premium/1",4abb40d9-49cc-486d-9d55-e62aa2ab8f9b,Really_Ninja_,,,
"emotesv2_04dd118ef04a49c1aa0caa7fc3144369:0-4,6-10",160547973,0,,xqcLL xqcLL,,1682495686141,0,71092938,0,,,1,,0,,subscriber/3,,1,"subscriber/3,moments/1",5946a7ee-b4ce-41b2-9e1b-ed196d52d5f8,Elite_Peanut_,,,
,265164510,0,,SEXO,,1682495686544,0,71092938,0,#00FFFF,,0,,0,,,0-3:S.3,,moments/3,aab661c7-b253-4d8d-a230-517ce3ca1d18,AvoidTheseKnots,,,
,138579506,0,,Aware RETIREMENT,,1682495686824,0,71092938,0,#D20A0A,65285d1e4906cbe685c81dcb19ab739f,0,,0,,,,,moments/2,d1c64226-9a28-4b66-9c3b-95e115f14fd8,CHEETO_TAXES,,,
,50104882,0,,baseg,,1682495686854,0,71092938,0,#FFF769,84511fa41621d13b94ff561a96743d9f,0,,0,,,,,no_audio/1,741547d1-00a9-499d-896a-d57b001d303a,IlIIIIIIIllIl,,,
,97772358,0,,EZ,,1682495686899,0,71092938,0,#FAB1F8,061a80bdcd225bbe50f083efccd2172f,1,,0,,subscriber/42,,,"subscriber/42,moments/3",c91362a5-20f1-427f-89f9-d431754d419d,VanillaLovesChocola,,,
"1035663:0-3,41-44,76-79,119-122",237719657,0,,xqcL gammasept is staying in the jungle! xqcL Thanks so much for re-subbing xqcL And continuing to support the stream! xqcL,,1682495686777,0,71092938,1,#1976D2,,1,,0,,subscriber/54,,,"moderator/1,subscriber/3054,partner/1",cf1bb03e-34f4-4e2e-bb3f-557e3e610b0c,Fossabot,,,mod
,238707651,0,,HACKERMANS,,1682495687049,0,71092938,0,#00FF7F,7898f3f3f2bed7bf76522c043c0a019e,1,,0,,subscriber/7,,,"subscriber/6,premium/1",b5ab7475-a92f-410e-8e61-68f867118500,Rubikscuber,,,
,106801510,0,,Fire  NO WEEKEND NO WEEKEND  Fire,,1682495687097,0,71092938,0,#B38A22,f74a4a600b607b2332d00cb75f69621c,1,,0,,subscriber/5,,,"subscriber/3,moments/1",170105be-2e19-41f5-9949-ddcf173ec13c,yungcorndawg,,,
,237838746,0,,Life ?,,1682495687122,0,71092938,0,#9ACD32,2549d4e4bba4bb4d60e0c5cf45d5b9ac,0,,0,,,,,moments/1,ef8f8beb-96d4-4262-af85-d21cc474e62f,Anti980,,,
,20940778,0,,FeelsStrongMan BBALL FAN,,1682495687129,0,71092938,0,#FF69B4,,1,,0,,subscriber/15,,,"subscriber/12,moments/4",f7ef7a31-12b1-40b0-9ea2-90ae2d0b268e,imbarc0de,,,
,103076075,0,,Okay its worth it for you,,1682495687205,0,71092938,0,#008000,1972136dcb75fbb5a4268fb2fd985663,1,,0,,subscriber/29,,,"subscriber/24,moments/6",2983e475-7865-409e-a8b2-30e9716714c2,OK4Y1,,,
,113099674,0,,FeelsStrongMan RICH PEOPLE,,1682495687304,0,71092938,0,#FF0000,a77f3c452225989996732b4c69886fd5,0,,0,,,,,moments/3,b358cf37-472a-44fc-be9c-3674693a8d47,the_joosh,,,
emotesv2_04dd118ef04a49c1aa0caa7fc3144369:0-4,402728772,0,,xqcLL,,1682495687350,0,71092938,0,#0000FF,,0,,0,,,,1,moments/1,dcdeec29-9e36-4d43-b6cb-d51e14cd19ae,wi_z420,,,
1035663:8-11,254130357,0,,2 years xqcL,,1682495687428,0,71092938,0,#FF69B4,,1,,0,,subscriber/24,,,"subscriber/24,bits/100",cfb2c66c-e21f-42ae-8275-8799eba981d5,gammasept,,,
,598675055,0,,FeelsStrongMan,,1682495687414,0,71092938,0,#8A2BE2,,0,,0,,,,,bits/100,220cf4ef-de17-494e-a7af-61c71857a0d3,DoYouLikePina,,,
,539340160,0,,OMEGALUL,,1682495687458,0,71092938,0,#B22222,,0,,0,,,,,moments/1,3d63b91c-0676-4fba-8c22-42b9b93d42ec,nadernation84,,,
,115305874,0,,Was the experience good?,,1682495687479,0,71092938,0,#FF69B4,3996261523d2b197f8e985e9a6e39dd4,1,,0,,subscriber/15,,,"subscriber/12,moments/2",f54f19a7-9d65-4a8e-b65b-1a7fa6cf1761,DRAKNESS,,,
,265164510,0,,SEXO 󠀀,,1682495687665,0,71092938,0,#00FFFF,,0,,0,,,0-4:S.3,,moments/3,5b1dc89b-ec78-4d90-9a6c-660ce4091ed6,AvoidTheseKnots,,,
,154009426,0,,Ghost,,1682495687848,0,71092938,0,#FF7F50,,1,,0,,subscriber/5,,,"subscriber/3,moments/2",960f4aa3-5e83-4948-8c11-1160a7f1606f,UhNyN,,,
,98770668,0,,u got really lucky with a baller game Okay,,1682495687874,1,71092938,0,#91C6EC,6b8f6ac0259c38a53a241eabb23a74c3,0,,0,,,,,turbo/1,d9845b28-2b5e-40de-bc88-2b973804147c,MTSkys,,,
,444561711,0,,Life Clap,,1682495687915,0,71092938,0,#FF69B4,240909fb52346744d55eb557898636cc,0,,0,,,,,moments/2,14260b60-8c88-4935-a008-38700a250593,nich0le,,,
,92561348,0,,its jealousy brev,,1682495688271,0,71092938,0,#FF4500,036f55ab3bfe0bd5420a0407413a007b,1,,0,,subscriber/3,,,"subscriber/3,moments/1",b70b475b-3cfc-4e84-8e1d-53577ec4b1dd,Clarke667,,,
,744085721,0,,how much was it ? @xQc,,1682495688304,0,71092938,0,#FF69B4,161eff198a5b2974fc6b552f5bcdeee4,1,,0,,subscriber/6,,,"subscriber/6,moments/2",9fe18df7-eb2a-4526-a1c6-3df6c32a7743,okSTFUdude,,,
,665571571,0,,YUP,,1682495688356,0,71092938,0,#FCFCFC,cce6cd6b73649eb5076ae5a6ef012786,1,,0,,subscriber/8,,,"subscriber/6,sub-gifter/1",452ea5da-8342-4fad-84b8-54e1981c736b,Gilgabad,,,
,166090403,0,,SCHIZO,,1682495688426,0,71092938,0,,5307df2165d468a8d70fca54ea0ba520,0,,0,,,0-5:A.6,,,c2b14f1c-52d9-4db1-8dba-62f64977f14a,sanik80,,,
,265164510,0,,SEXO,,1682495688797,0,71092938,0,#00FFFF,,0,,0,,,0-3:S.3,,moments/3,da40171c-daba-4c74-96e0-dea04e23ebc7,AvoidTheseKnots,,,
,868604317,0,,lebronJAM,,1682495688811,0,71092938,0,,56fa8c2ca65bff541b060ae7ffae3acb,0,,0,,,,,,e54ba779-1fa3-43d2-a67e-4038766fa07b,regidragoregidrago,,,
,65923957,0,,Life,,1682495688809,0,71092938,0,#DAA520,0ab68b5ec0686b816c4ac91782f0426c,1,,0,,subscriber/12,,,"subscriber/12,moments/4",47f396ff-fb8a-4595-aa18-f8d1e9323268,Dieharts,,,
,102243498,0,,Aware,,1682495688846,0,71092938,0,#FF0000,9b8834a24d9293d97b1985d74e8e1619,0,,0,,,,,moments/3,7c30ca1a-8fc7-4c3c-9767-b8055d985a40,NeedBackup_,,,
,214700605,0,,you deserve it,,1682495688962,0,71092938,0,#BFFFFA,,1,,0,,subscriber/22,,,"subscriber/18,bits/1000",8119538e-f4e3-47db-973d-8d9e83e8be52,ScorpyL2,,,
,536493847,0,,Life,,1682495688982,0,71092938,0,#00FF7F,02dd50ba2a747b035716ba4e16212650,0,,0,,,,,moments/4,898749fb-21dd-4ef0-9506-3204122cf60c,Dr_TLMK,,,
"555555584:0-1,3-4,6-7",126922729,0,,<3 <3 <3,,1682495689092,0,71092938,0,,,1,,0,,subscriber/30,,1,"subscriber/30,premium/1",7119681f-2aa9-4387-b1df-84b49e74d90e,Really_Ninja_,,,
,654900615,0,,SEXO,,1682495689081,0,71092938,0,#5F9EA0,dcf88a0377175f77f4165c7cf7d93eb5,0,,0,,,0-3:S.3,,moments/2,656055c3-89dc-44c6-9335-4f479b889315,jevadiah,,,
"1035663:0-3,5-8",160547973,0,,xqcL xqcL,,1682495689157,0,71092938,0,,,1,,0,,subscriber/3,,1,"subscriber/3,moments/1",d32534b1-1e26-4ba2-b4aa-b7e893f3cdd4,Elite_Peanut_,,,
,182854638,0,,EZ Clap,,1682495689236,0,71092938,0,#DAA520,,1,,0,,subscriber/13,,,"subscriber/12,no_audio/1",de95f1c7-519e-4194-94e0-198bc68370be,CLIXMIX,,,
,805497932,0,,SEXO 󠀀,,1682495689401,0,71092938,0,#FF0000,,0,,0,,,0-4:S.3,,moments/3,919c1f9d-ec2b-4819-9722-7ea33249f823,lumbarsupp,,,
,807789422,0,,"Chat what is more likely, T1 reaching challenger on EUW or Xqc beating the record?",,1682495689592,0,71092938,0,,,0,,0,,,,,,a5454281-cac0-4362-9dfb-b3febeffb84d,masao_lawyer,,,
,128296358,0,,SCHIZO,,1682495689747,0,71092938,0,#BFEBFC,407ce03b9b1b5c31389d282d7c1e3ed7,1,,0,,subscriber/52,0-5:A.6,,"subscriber/48,bits/1",ce7da27f-13a9-46e1-b836-8bf708e5b1dd,Kahkoa,,,
,851500754,0,,Y,,1682495689858,0,71092938,0,#1E90FF,47effb94957fd32693a72a534de5c064,0,,0,,,,,moments/1,5a14112a-e808-43ff-a63d-a4c86c6f841d,harrylil69,,,
,530234449,0,,good for you felix,,1682495689891,0,71092938,0,#FF69B4,,1,,0,,subscriber/5,,,"subscriber/3,moments/1",d15818db-5c93-4683-8fff-c3a51e5aa417,venusianlissette,,,
,265164510,0,,SEXO 󠀀,,1682495689910,0,71092938,0,#00FFFF,,0,,0,,,0-4:S.3,,moments/3,8d158db6-9c2c-4cc0-899a-3af432850280,AvoidTheseKnots,,,
,261413894,0,,UASHGAUIJGHAIGOAEOGPAOEJGS,,1682495689960,0,71092938,0,#F7FE00,4a4db5be83c7cef6d91255a2796cf683,1,,0,,subscriber/13,,,"subscriber/12,moments/4",e90f6b24-c36c-4537-a02d-6b57a9b9b41e,rhys__________________,,,
,791217926,0,,Enjoy it bro don't listen to them,,1682495689988,0,71092938,0,#DAA520,,0,,0,,,,,,5b8d0254-13d1-4ac3-8b76-99bf812f8e6e,lordknowws,,,
,757136636,0,,SEXO,,1682495690091,0,71092938,0,#FF69B4,e8d9411045cc28251a35ed5c3c18559d,0,,0,,,0-3:S.3,,,2392314c-c083-489c-8a2d-79dc5badeaac,FurKuga,,,
,785956866,0,,Okay,,1682495690092,0,71092938,0,#FF0000,b02bf9b866bee1cde93101dea3873d63,0,,0,,,,,moments/2,be850f82-429a-4083-bbf7-369ed621341a,r4venn2,,,
,65671296,0,,FeelsStrongMan,,1682495690134,0,71092938,0,#00FF90,a89c3132c9921fa71f29cc7a8755c12e,1,,0,,subscriber/6,,,"subscriber/6,moments/2",ddfa0129-3cf8-4110-a5fb-7c5708bed76c,ender_chocolate,,,
emotesv2_04dd118ef04a49c1aa0caa7fc3144369:130-134,486598275,0,,@xQc Aye what happened to you? Did you meet with Lebron after the game or something COCKA Gayge lebronArrive omE just kidding man xqcLL,,1682495690107,0,71092938,0,#1E90FF,91fd60f057daeb4d0621834a07e6232e,0,,0,,,,,moments/2,e8c5a501-8ecc-4427-b61f-585601a0b2a7,MxCloudz,,,
,436513350,0,,SEXO half past,,1682495690131,0,71092938,0,#FFFFFF,ace558099204dfc9f2a564c04d0306df,1,,0,,subscriber/11,,,"subscriber/9,no_audio/1",b239031d-ce82-4129-b3ad-c98a2e226a66,Retinis_,,,
,190949112,0,,"true, money is for spending LULW",,1682495690128,0,71092938,0,#FFFF00,,1,1,0,,subscriber/43,,,"vip/1,subscriber/42,glitchcon2020/1",a4457096-1c0b-4776-a8f9-9d3c2ef59ece,juniorrr,,,
,789780170,0,,True you’re rich lol,,1682495690338,0,71092938,0,,,0,,0,,,,,,1a007071-035e-46d6-af80-153dfaf50e0e,eangelique12,,,
,165480165,0,,FLIPMYBURGER SAY IT,,1682495690357,0,71092938,0,#0000FF,47278bf1f81cebe141fe32ffc2f24f23,0,,0,,,,,moments/1,7b0fe5fa-9c18-49fa-93f0-38129993d74d,FirstSacrifice,,,
,126688980,0,,Aware,,1682495690478,0,71092938,0,#9ACD32,534512f0f9dfc1fc55edae0f91c75659,0,,0,,,,,,1f313efa-1bb5-48f0-8f0a-cd913339b135,CanopusHail,,,
354:0-4,903801678,0,,4Head JUST DONT GIVE UP,,1682495690604,0,71092938,0,,236d2d5d30bd88162022345b1b3b8ff8,0,,0,,,,,,30cc68fe-dcd7-48c4-9944-a7e012b2a6a3,kafkamurakami2,,,
,20940778,0,,FeelsStrongMan  BBALL FAN,,1682495690685,0,71092938,0,#FF69B4,,1,,0,,subscriber/15,,,"subscriber/12,moments/4",a0475d3e-0975-49d9-b838-133d9e1692aa,imbarc0de,,,
,509936982,0,,EZ WE BALL,,1682495690951,0,71092938,0,#FF4500,79aa83dd606a52906a773ee7c8686594,1,,0,,subscriber/30,,,"subscriber/30,moments/1",c40eb90b-39b4-4be7-a0c9-8096c568bab4,blonde_on_blonde,,,
,265164510,0,,SEXO,,1682495691009,0,71092938,0,#00FFFF,,0,,0,,,0-3:S.3,,moments/3,e1c069f6-feab-4b7f-b9f6-757138a3622a,AvoidTheseKnots,,,
,413246447,0,,THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW THE WEEKEND LULW  @xQc,,1682495691219,0,71092938,0,#5F9EA0,fa2d6bae33f9687d5d47c26dd5b26177,0,,0,,,,,moments/3,3de7aff7-c70f-43e7-89f3-1253e9614b89,Leukowhy,,,
,139861250,0,,MONEY DOES BUY HAPPINESS NOWAYING,,1682495691364,0,71092938,0,#9ACD32,bc8a86a1ef921af9415c9ac0908164bc,1,,0,,subscriber/28,,,"subscriber/24,moments/1",3ca2c853-15f3-4291-b888-0b078f1151c5,grayben23,,,
,600056075,0,,TRUEEE,,1682495691398,0,71092938,0,,,0,,0,,,,,premium/1,5faf87d5-61d3-455e-bfbd-75d8237bd63a,howie15slam,,,
